property_id,lat,lng,addr_street,suburb,closest_train_station_id,distance_to_closest_train_station,travel_min_to_MC,direct_journey_flag,House_report,Median_house_price,House_quarterly_growth,House_twelve_month_growth,House_average_annual_growth
92346,-37.98,145.08,53 Lower Dandenong Road,MENTONE,19864,1.19,44,1,"Investment property in Mentone has done poorly for investors when compared to the country as a whole over the last 12 months, with an increase in the median house price of 0.00% Mentone,3194 has offered an average of 0.00% return per annum in house price rises to property investors over the last three years. When looking to buy, or assessing what properties are really achieving at sale, it's essential for property investors to take into account what discounts are being offered in Mentone, 3194.  Typically our figures indicate that -5.42% is being offered, which puts this VIC suburb at 494th most discounted overall in Australia. At number 2338 in a list of fastest selling suburbs, Mentone is just in the top half of suburbs in Australia with an average of days on market 39.06 for properties listed there. With the median price for a house in Mentone being  $1335250 and the advertised rent reaching  $797.5 the gross rental yield for property investors calculates out to be 2.40%","$1,335,250",11.11%,0.00%,12.50%
92172,-37.98,145.05,266A Balcombe Road,MENTONE,19865,1.02,42,1,"Investment property in Mentone has done poorly for investors when compared to the country as a whole over the last 12 months, with an increase in the median house price of 0.00% Mentone,3194 has offered an average of 0.00% return per annum in house price rises to property investors over the last three years. When looking to buy, or assessing what properties are really achieving at sale, it's essential for property investors to take into account what discounts are being offered in Mentone, 3194.  Typically our figures indicate that -5.42% is being offered, which puts this VIC suburb at 494th most discounted overall in Australia. At number 2338 in a list of fastest selling suburbs, Mentone is just in the top half of suburbs in Australia with an average of days on market 39.06 for properties listed there. With the median price for a house in Mentone being  $1335250 and the advertised rent reaching  $797.5 the gross rental yield for property investors calculates out to be 2.40%","$1,335,250",11.11%,0.00%,12.50%
92432,-37.98,145.08,76 Glenelg Drive,MENTONE,19865,1.23,42,1,"Investment property in Mentone has done poorly for investors when compared to the country as a whole over the last 12 months, with an increase in the median house price of 0.00% Mentone,3194 has offered an average of 0.00% return per annum in house price rises to property investors over the last three years. When looking to buy, or assessing what properties are really achieving at sale, it's essential for property investors to take into account what discounts are being offered in Mentone, 3194.  Typically our figures indicate that -5.42% is being offered, which puts this VIC suburb at 494th most discounted overall in Australia. At number 2338 in a list of fastest selling suburbs, Mentone is just in the top half of suburbs in Australia with an average of days on market 39.06 for properties listed there. With the median price for a house in Mentone being  $1335250 and the advertised rent reaching  $797.5 the gross rental yield for property investors calculates out to be 2.40%","$1,335,250",11.11%,0.00%,12.50%
92412,-37.99,145.06,7 Milan Street,MENTONE,19865,0.78,42,1,"Investment property in Mentone has done poorly for investors when compared to the country as a whole over the last 12 months, with an increase in the median house price of 0.00% Mentone,3194 has offered an average of 0.00% return per annum in house price rises to property investors over the last three years. When looking to buy, or assessing what properties are really achieving at sale, it's essential for property investors to take into account what discounts are being offered in Mentone, 3194.  Typically our figures indicate that -5.42% is being offered, which puts this VIC suburb at 494th most discounted overall in Australia. At number 2338 in a list of fastest selling suburbs, Mentone is just in the top half of suburbs in Australia with an average of days on market 39.06 for properties listed there. With the median price for a house in Mentone being  $1335250 and the advertised rent reaching  $797.5 the gross rental yield for property investors calculates out to be 2.40%","$1,335,250",11.11%,0.00%,12.50%
91926,-37.98,145.06,1/3 Franklin Street,MENTONE,19865,0.50,42,1,"Investment property in Mentone has done poorly for investors when compared to the country as a whole over the last 12 months, with an increase in the median house price of 0.00% Mentone,3194 has offered an average of 0.00% return per annum in house price rises to property investors over the last three years. When looking to buy, or assessing what properties are really achieving at sale, it's essential for property investors to take into account what discounts are being offered in Mentone, 3194.  Typically our figures indicate that -5.42% is being offered, which puts this VIC suburb at 494th most discounted overall in Australia. At number 2338 in a list of fastest selling suburbs, Mentone is just in the top half of suburbs in Australia with an average of days on market 39.06 for properties listed there. With the median price for a house in Mentone being  $1335250 and the advertised rent reaching  $797.5 the gross rental yield for property investors calculates out to be 2.40%","$1,335,250",11.11%,0.00%,12.50%
92269,-37.98,145.06,4 Birch Street,MENTONE,19865,0.65,42,1,"Investment property in Mentone has done poorly for investors when compared to the country as a whole over the last 12 months, with an increase in the median house price of 0.00% Mentone,3194 has offered an average of 0.00% return per annum in house price rises to property investors over the last three years. When looking to buy, or assessing what properties are really achieving at sale, it's essential for property investors to take into account what discounts are being offered in Mentone, 3194.  Typically our figures indicate that -5.42% is being offered, which puts this VIC suburb at 494th most discounted overall in Australia. At number 2338 in a list of fastest selling suburbs, Mentone is just in the top half of suburbs in Australia with an average of days on market 39.06 for properties listed there. With the median price for a house in Mentone being  $1335250 and the advertised rent reaching  $797.5 the gross rental yield for property investors calculates out to be 2.40%","$1,335,250",11.11%,0.00%,12.50%
92037,-37.98,145.05,16 Wakool Avenue,MENTONE,19865,0.94,42,1,"Investment property in Mentone has done poorly for investors when compared to the country as a whole over the last 12 months, with an increase in the median house price of 0.00% Mentone,3194 has offered an average of 0.00% return per annum in house price rises to property investors over the last three years. When looking to buy, or assessing what properties are really achieving at sale, it's essential for property investors to take into account what discounts are being offered in Mentone, 3194.  Typically our figures indicate that -5.42% is being offered, which puts this VIC suburb at 494th most discounted overall in Australia. At number 2338 in a list of fastest selling suburbs, Mentone is just in the top half of suburbs in Australia with an average of days on market 39.06 for properties listed there. With the median price for a house in Mentone being  $1335250 and the advertised rent reaching  $797.5 the gross rental yield for property investors calculates out to be 2.40%","$1,335,250",11.11%,0.00%,12.50%
9494,-37.85,144.72,34 Merribah Way,TRUGANINA,46468,3.36,-1,-1,"Truganina  has had a pretty good year for property investment returns compared to the rest of VIC, giving investors a capital gain of 25.58% to date . Truganina,3029 was ranked 367 in Australia by increase in median property value over the quarter. Vendor discounting in Truganina is giving property investors an average Vendor Discount of around -3.99%. This puts suburb at number 188th in VIC when ranking the most discounted suburbs. Advertised rents are around the  $470 mark per week – giving a return of 3.62% based on the median price in Suburb","$600,000",13.92%,25.58%,8.03%
9470,-37.85,144.73,3 Spiteri court,TRUGANINA,46468,2.59,-1,-1,"Truganina  has had a pretty good year for property investment returns compared to the rest of VIC, giving investors a capital gain of 25.58% to date . Truganina,3029 was ranked 367 in Australia by increase in median property value over the quarter. Vendor discounting in Truganina is giving property investors an average Vendor Discount of around -3.99%. This puts suburb at number 188th in VIC when ranking the most discounted suburbs. Advertised rents are around the  $470 mark per week – giving a return of 3.62% based on the median price in Suburb","$600,000",13.92%,25.58%,8.03%
9329,-37.86,144.73,16 Higgins Way,TRUGANINA,46468,1.89,-1,-1,"Truganina  has had a pretty good year for property investment returns compared to the rest of VIC, giving investors a capital gain of 25.58% to date . Truganina,3029 was ranked 367 in Australia by increase in median property value over the quarter. Vendor discounting in Truganina is giving property investors an average Vendor Discount of around -3.99%. This puts suburb at number 188th in VIC when ranking the most discounted suburbs. Advertised rents are around the  $470 mark per week – giving a return of 3.62% based on the median price in Suburb","$600,000",13.92%,25.58%,8.03%
9473,-37.85,144.73,3 Swinburne Court,TRUGANINA,46468,3.16,-1,-1,"Truganina  has had a pretty good year for property investment returns compared to the rest of VIC, giving investors a capital gain of 25.58% to date . Truganina,3029 was ranked 367 in Australia by increase in median property value over the quarter. Vendor discounting in Truganina is giving property investors an average Vendor Discount of around -3.99%. This puts suburb at number 188th in VIC when ranking the most discounted suburbs. Advertised rents are around the  $470 mark per week – giving a return of 3.62% based on the median price in Suburb","$600,000",13.92%,25.58%,8.03%
9662,-37.85,144.72,8 Ellesmere Court,TRUGANINA,46468,3.27,-1,-1,"Truganina  has had a pretty good year for property investment returns compared to the rest of VIC, giving investors a capital gain of 25.58% to date . Truganina,3029 was ranked 367 in Australia by increase in median property value over the quarter. Vendor discounting in Truganina is giving property investors an average Vendor Discount of around -3.99%. This puts suburb at number 188th in VIC when ranking the most discounted suburbs. Advertised rents are around the  $470 mark per week – giving a return of 3.62% based on the median price in Suburb","$600,000",13.92%,25.58%,8.03%
9282,-37.85,144.73,12 James Cook Drive,TRUGANINA,46468,3.05,-1,-1,"Truganina  has had a pretty good year for property investment returns compared to the rest of VIC, giving investors a capital gain of 25.58% to date . Truganina,3029 was ranked 367 in Australia by increase in median property value over the quarter. Vendor discounting in Truganina is giving property investors an average Vendor Discount of around -3.99%. This puts suburb at number 188th in VIC when ranking the most discounted suburbs. Advertised rents are around the  $470 mark per week – giving a return of 3.62% based on the median price in Suburb","$600,000",13.92%,25.58%,8.03%
69200,-37.86,145.04,51 Dixon Street,MALVERN,19911,1.10,-1,-1,"Over the last year, property investments in Malvern, 3144 have given investors a capital gain of 26.09%. This compares favourably with the 22.78% for VIC as a whole. Across a shorter period, Malvern, 3144 has seen a median price increase of 13.33% over the last quarter. Malvern, 3144 is offering  VIC ‘s 376th most  discounted properties when looking at the average discount being offered by vendors. This puts it in the bottom 10% of discounts offered by this VIC. In the last year 146 properties changed hands in Malvern, which puts it as the 200th most active market in VIC when comparing the number of sales per suburb. Property investors should expect to get  $380 weekly from the median priced house in this suburb.","$2,980,000",13.33%,26.09%,8.61%
69189,-37.86,145.04,5 Dixon Street,MALVERN,19944,0.76,17,1,"Over the last year, property investments in Malvern, 3144 have given investors a capital gain of 26.09%. This compares favourably with the 22.78% for VIC as a whole. Across a shorter period, Malvern, 3144 has seen a median price increase of 13.33% over the last quarter. Malvern, 3144 is offering  VIC ‘s 376th most  discounted properties when looking at the average discount being offered by vendors. This puts it in the bottom 10% of discounts offered by this VIC. In the last year 146 properties changed hands in Malvern, which puts it as the 200th most active market in VIC when comparing the number of sales per suburb. Property investors should expect to get  $380 weekly from the median priced house in this suburb.","$2,980,000",13.33%,26.09%,8.61%
68925,-37.85,145.03,20 Woodmason Street,MALVERN,19911,0.88,-1,-1,"Over the last year, property investments in Malvern, 3144 have given investors a capital gain of 26.09%. This compares favourably with the 22.78% for VIC as a whole. Across a shorter period, Malvern, 3144 has seen a median price increase of 13.33% over the last quarter. Malvern, 3144 is offering  VIC ‘s 376th most  discounted properties when looking at the average discount being offered by vendors. This puts it in the bottom 10% of discounts offered by this VIC. In the last year 146 properties changed hands in Malvern, which puts it as the 200th most active market in VIC when comparing the number of sales per suburb. Property investors should expect to get  $380 weekly from the median priced house in this suburb.","$2,980,000",13.33%,26.09%,8.61%
69118,-37.85,145.03,378 Glenferrie Road,MALVERN,19910,0.72,-1,-1,"Over the last year, property investments in Malvern, 3144 have given investors a capital gain of 26.09%. This compares favourably with the 22.78% for VIC as a whole. Across a shorter period, Malvern, 3144 has seen a median price increase of 13.33% over the last quarter. Malvern, 3144 is offering  VIC ‘s 376th most  discounted properties when looking at the average discount being offered by vendors. This puts it in the bottom 10% of discounts offered by this VIC. In the last year 146 properties changed hands in Malvern, which puts it as the 200th most active market in VIC when comparing the number of sales per suburb. Property investors should expect to get  $380 weekly from the median priced house in this suburb.","$2,980,000",13.33%,26.09%,8.61%
68983,-37.85,145.04,26 Bonview Road,MALVERN,19911,0.57,-1,-1,"Over the last year, property investments in Malvern, 3144 have given investors a capital gain of 26.09%. This compares favourably with the 22.78% for VIC as a whole. Across a shorter period, Malvern, 3144 has seen a median price increase of 13.33% over the last quarter. Malvern, 3144 is offering  VIC ‘s 376th most  discounted properties when looking at the average discount being offered by vendors. This puts it in the bottom 10% of discounts offered by this VIC. In the last year 146 properties changed hands in Malvern, which puts it as the 200th most active market in VIC when comparing the number of sales per suburb. Property investors should expect to get  $380 weekly from the median priced house in this suburb.","$2,980,000",13.33%,26.09%,8.61%
68938,-37.85,145.04,22 Milton Parade,MALVERN,19911,0.45,-1,-1,"Over the last year, property investments in Malvern, 3144 have given investors a capital gain of 26.09%. This compares favourably with the 22.78% for VIC as a whole. Across a shorter period, Malvern, 3144 has seen a median price increase of 13.33% over the last quarter. Malvern, 3144 is offering  VIC ‘s 376th most  discounted properties when looking at the average discount being offered by vendors. This puts it in the bottom 10% of discounts offered by this VIC. In the last year 146 properties changed hands in Malvern, which puts it as the 200th most active market in VIC when comparing the number of sales per suburb. Property investors should expect to get  $380 weekly from the median priced house in this suburb.","$2,980,000",13.33%,26.09%,8.61%
69011,-37.87,145.04,28 Wheatland Road,MALVERN,19944,0.55,17,1,"Over the last year, property investments in Malvern, 3144 have given investors a capital gain of 26.09%. This compares favourably with the 22.78% for VIC as a whole. Across a shorter period, Malvern, 3144 has seen a median price increase of 13.33% over the last quarter. Malvern, 3144 is offering  VIC ‘s 376th most  discounted properties when looking at the average discount being offered by vendors. This puts it in the bottom 10% of discounts offered by this VIC. In the last year 146 properties changed hands in Malvern, which puts it as the 200th most active market in VIC when comparing the number of sales per suburb. Property investors should expect to get  $380 weekly from the median priced house in this suburb.","$2,980,000",13.33%,26.09%,8.61%
69093,-37.87,145.04,34 Finlayson Street,MALVERN,19944,0.70,17,1,"Over the last year, property investments in Malvern, 3144 have given investors a capital gain of 26.09%. This compares favourably with the 22.78% for VIC as a whole. Across a shorter period, Malvern, 3144 has seen a median price increase of 13.33% over the last quarter. Malvern, 3144 is offering  VIC ‘s 376th most  discounted properties when looking at the average discount being offered by vendors. This puts it in the bottom 10% of discounts offered by this VIC. In the last year 146 properties changed hands in Malvern, which puts it as the 200th most active market in VIC when comparing the number of sales per suburb. Property investors should expect to get  $380 weekly from the median priced house in this suburb.","$2,980,000",13.33%,26.09%,8.61%
68850,-37.86,145.04,17 Horace Street,MALVERN,19944,0.95,17,1,"Over the last year, property investments in Malvern, 3144 have given investors a capital gain of 26.09%. This compares favourably with the 22.78% for VIC as a whole. Across a shorter period, Malvern, 3144 has seen a median price increase of 13.33% over the last quarter. Malvern, 3144 is offering  VIC ‘s 376th most  discounted properties when looking at the average discount being offered by vendors. This puts it in the bottom 10% of discounts offered by this VIC. In the last year 146 properties changed hands in Malvern, which puts it as the 200th most active market in VIC when comparing the number of sales per suburb. Property investors should expect to get  $380 weekly from the median priced house in this suburb.","$2,980,000",13.33%,26.09%,8.61%
69223,-37.86,145.04,59 Thanet Street,MALVERN,19944,0.70,17,1,"Over the last year, property investments in Malvern, 3144 have given investors a capital gain of 26.09%. This compares favourably with the 22.78% for VIC as a whole. Across a shorter period, Malvern, 3144 has seen a median price increase of 13.33% over the last quarter. Malvern, 3144 is offering  VIC ‘s 376th most  discounted properties when looking at the average discount being offered by vendors. This puts it in the bottom 10% of discounts offered by this VIC. In the last year 146 properties changed hands in Malvern, which puts it as the 200th most active market in VIC when comparing the number of sales per suburb. Property investors should expect to get  $380 weekly from the median priced house in this suburb.","$2,980,000",13.33%,26.09%,8.61%
68817,-37.85,145.03,14 Robinson Street,MALVERN,19911,0.62,-1,-1,"Over the last year, property investments in Malvern, 3144 have given investors a capital gain of 26.09%. This compares favourably with the 22.78% for VIC as a whole. Across a shorter period, Malvern, 3144 has seen a median price increase of 13.33% over the last quarter. Malvern, 3144 is offering  VIC ‘s 376th most  discounted properties when looking at the average discount being offered by vendors. This puts it in the bottom 10% of discounts offered by this VIC. In the last year 146 properties changed hands in Malvern, which puts it as the 200th most active market in VIC when comparing the number of sales per suburb. Property investors should expect to get  $380 weekly from the median priced house in this suburb.","$2,980,000",13.33%,26.09%,8.61%
68707,-37.86,145.03,1 Irving Street,MALVERN,19944,0.75,17,1,"Over the last year, property investments in Malvern, 3144 have given investors a capital gain of 26.09%. This compares favourably with the 22.78% for VIC as a whole. Across a shorter period, Malvern, 3144 has seen a median price increase of 13.33% over the last quarter. Malvern, 3144 is offering  VIC ‘s 376th most  discounted properties when looking at the average discount being offered by vendors. This puts it in the bottom 10% of discounts offered by this VIC. In the last year 146 properties changed hands in Malvern, which puts it as the 200th most active market in VIC when comparing the number of sales per suburb. Property investors should expect to get  $380 weekly from the median priced house in this suburb.","$2,980,000",13.33%,26.09%,8.61%
68823,-37.86,145.04,15 East Street,MALVERN,19911,0.70,-1,-1,"Over the last year, property investments in Malvern, 3144 have given investors a capital gain of 26.09%. This compares favourably with the 22.78% for VIC as a whole. Across a shorter period, Malvern, 3144 has seen a median price increase of 13.33% over the last quarter. Malvern, 3144 is offering  VIC ‘s 376th most  discounted properties when looking at the average discount being offered by vendors. This puts it in the bottom 10% of discounts offered by this VIC. In the last year 146 properties changed hands in Malvern, which puts it as the 200th most active market in VIC when comparing the number of sales per suburb. Property investors should expect to get  $380 weekly from the median priced house in this suburb.","$2,980,000",13.33%,26.09%,8.61%
69149,-37.87,145.04,40 Johnstone Street,MALVERN,19944,0.56,17,1,"Over the last year, property investments in Malvern, 3144 have given investors a capital gain of 26.09%. This compares favourably with the 22.78% for VIC as a whole. Across a shorter period, Malvern, 3144 has seen a median price increase of 13.33% over the last quarter. Malvern, 3144 is offering  VIC ‘s 376th most  discounted properties when looking at the average discount being offered by vendors. This puts it in the bottom 10% of discounts offered by this VIC. In the last year 146 properties changed hands in Malvern, which puts it as the 200th most active market in VIC when comparing the number of sales per suburb. Property investors should expect to get  $380 weekly from the median priced house in this suburb.","$2,980,000",13.33%,26.09%,8.61%
69175,-37.87,145.04,47 Hunter Street,MALVERN,19944,0.81,17,1,"Over the last year, property investments in Malvern, 3144 have given investors a capital gain of 26.09%. This compares favourably with the 22.78% for VIC as a whole. Across a shorter period, Malvern, 3144 has seen a median price increase of 13.33% over the last quarter. Malvern, 3144 is offering  VIC ‘s 376th most  discounted properties when looking at the average discount being offered by vendors. This puts it in the bottom 10% of discounts offered by this VIC. In the last year 146 properties changed hands in Malvern, which puts it as the 200th most active market in VIC when comparing the number of sales per suburb. Property investors should expect to get  $380 weekly from the median priced house in this suburb.","$2,980,000",13.33%,26.09%,8.61%
68965,-37.85,145.04,24 Silver Street,MALVERN,19911,0.27,-1,-1,"Over the last year, property investments in Malvern, 3144 have given investors a capital gain of 26.09%. This compares favourably with the 22.78% for VIC as a whole. Across a shorter period, Malvern, 3144 has seen a median price increase of 13.33% over the last quarter. Malvern, 3144 is offering  VIC ‘s 376th most  discounted properties when looking at the average discount being offered by vendors. This puts it in the bottom 10% of discounts offered by this VIC. In the last year 146 properties changed hands in Malvern, which puts it as the 200th most active market in VIC when comparing the number of sales per suburb. Property investors should expect to get  $380 weekly from the median priced house in this suburb.","$2,980,000",13.33%,26.09%,8.61%
69004,-37.87,145.03,27 Soudan Street,MALVERN,19944,0.19,17,1,"Over the last year, property investments in Malvern, 3144 have given investors a capital gain of 26.09%. This compares favourably with the 22.78% for VIC as a whole. Across a shorter period, Malvern, 3144 has seen a median price increase of 13.33% over the last quarter. Malvern, 3144 is offering  VIC ‘s 376th most  discounted properties when looking at the average discount being offered by vendors. This puts it in the bottom 10% of discounts offered by this VIC. In the last year 146 properties changed hands in Malvern, which puts it as the 200th most active market in VIC when comparing the number of sales per suburb. Property investors should expect to get  $380 weekly from the median priced house in this suburb.","$2,980,000",13.33%,26.09%,8.61%
77451,-37.91,145.16,12 Namatjira Court,MULGRAVE,19914,3.63,33,1,"With a capital gain of 24.71% for the last 12 months, Mulgrave, 3170 has  performed  for property investments than its average annual 7.99% property  growth over the last 5 years. Mulgrave,3170 was ranked 483 in Australia by increase in median property value over the quarter. At number 376th of VIC’s most discounted properties, Mulgrave is in the TOP 40% of the state/territory when listing in order of most discounted to least. Advertised rents are around the  $785 mark per week – giving a return of 2.03% based on the median price in Suburb","$990,000",12.20%,24.71%,7.99%
77687,-37.92,145.16,2/766 Springvale Road,MULGRAVE,19914,2.31,33,1,"With a capital gain of 24.71% for the last 12 months, Mulgrave, 3170 has  performed  for property investments than its average annual 7.99% property  growth over the last 5 years. Mulgrave,3170 was ranked 483 in Australia by increase in median property value over the quarter. At number 376th of VIC’s most discounted properties, Mulgrave is in the TOP 40% of the state/territory when listing in order of most discounted to least. Advertised rents are around the  $785 mark per week – giving a return of 2.03% based on the median price in Suburb","$990,000",12.20%,24.71%,7.99%
77473,-37.93,145.16,13 Bellevue,MULGRAVE,19914,2.11,33,1,"With a capital gain of 24.71% for the last 12 months, Mulgrave, 3170 has  performed  for property investments than its average annual 7.99% property  growth over the last 5 years. Mulgrave,3170 was ranked 483 in Australia by increase in median property value over the quarter. At number 376th of VIC’s most discounted properties, Mulgrave is in the TOP 40% of the state/territory when listing in order of most discounted to least. Advertised rents are around the  $785 mark per week – giving a return of 2.03% based on the median price in Suburb","$990,000",12.20%,24.71%,7.99%
77354,-37.93,145.16,1/29 Bevis Street,MULGRAVE,19914,2.13,33,1,"With a capital gain of 24.71% for the last 12 months, Mulgrave, 3170 has  performed  for property investments than its average annual 7.99% property  growth over the last 5 years. Mulgrave,3170 was ranked 483 in Australia by increase in median property value over the quarter. At number 376th of VIC’s most discounted properties, Mulgrave is in the TOP 40% of the state/territory when listing in order of most discounted to least. Advertised rents are around the  $785 mark per week – giving a return of 2.03% based on the median price in Suburb","$990,000",12.20%,24.71%,7.99%
77968,-37.93,145.20,35 Haverbrack Drive,MULGRAVE,19891,4.72,37,1,"With a capital gain of 24.71% for the last 12 months, Mulgrave, 3170 has  performed  for property investments than its average annual 7.99% property  growth over the last 5 years. Mulgrave,3170 was ranked 483 in Australia by increase in median property value over the quarter. At number 376th of VIC’s most discounted properties, Mulgrave is in the TOP 40% of the state/territory when listing in order of most discounted to least. Advertised rents are around the  $785 mark per week – giving a return of 2.03% based on the median price in Suburb","$990,000",12.20%,24.71%,7.99%
78143,-37.93,145.18,5 Juba Court,MULGRAVE,19913,3.28,35,1,"With a capital gain of 24.71% for the last 12 months, Mulgrave, 3170 has  performed  for property investments than its average annual 7.99% property  growth over the last 5 years. Mulgrave,3170 was ranked 483 in Australia by increase in median property value over the quarter. At number 376th of VIC’s most discounted properties, Mulgrave is in the TOP 40% of the state/territory when listing in order of most discounted to least. Advertised rents are around the  $785 mark per week – giving a return of 2.03% based on the median price in Suburb","$990,000",12.20%,24.71%,7.99%
78146,-37.91,145.16,5 Le Gallienne Crescent,MULGRAVE,19873,3.58,-1,-1,"With a capital gain of 24.71% for the last 12 months, Mulgrave, 3170 has  performed  for property investments than its average annual 7.99% property  growth over the last 5 years. Mulgrave,3170 was ranked 483 in Australia by increase in median property value over the quarter. At number 376th of VIC’s most discounted properties, Mulgrave is in the TOP 40% of the state/territory when listing in order of most discounted to least. Advertised rents are around the  $785 mark per week – giving a return of 2.03% based on the median price in Suburb","$990,000",12.20%,24.71%,7.99%
77583,-37.93,145.18,18  Hubbard Ave,MULGRAVE,19913,3.03,35,1,"With a capital gain of 24.71% for the last 12 months, Mulgrave, 3170 has  performed  for property investments than its average annual 7.99% property  growth over the last 5 years. Mulgrave,3170 was ranked 483 in Australia by increase in median property value over the quarter. At number 376th of VIC’s most discounted properties, Mulgrave is in the TOP 40% of the state/territory when listing in order of most discounted to least. Advertised rents are around the  $785 mark per week – giving a return of 2.03% based on the median price in Suburb","$990,000",12.20%,24.71%,7.99%
77362,-37.93,145.16,1/5 Green Avenue,MULGRAVE,19914,2.19,33,1,"With a capital gain of 24.71% for the last 12 months, Mulgrave, 3170 has  performed  for property investments than its average annual 7.99% property  growth over the last 5 years. Mulgrave,3170 was ranked 483 in Australia by increase in median property value over the quarter. At number 376th of VIC’s most discounted properties, Mulgrave is in the TOP 40% of the state/territory when listing in order of most discounted to least. Advertised rents are around the  $785 mark per week – giving a return of 2.03% based on the median price in Suburb","$990,000",12.20%,24.71%,7.99%
78264,-37.91,145.16,608 Springvale Road,MULGRAVE,19873,3.54,-1,-1,"With a capital gain of 24.71% for the last 12 months, Mulgrave, 3170 has  performed  for property investments than its average annual 7.99% property  growth over the last 5 years. Mulgrave,3170 was ranked 483 in Australia by increase in median property value over the quarter. At number 376th of VIC’s most discounted properties, Mulgrave is in the TOP 40% of the state/territory when listing in order of most discounted to least. Advertised rents are around the  $785 mark per week – giving a return of 2.03% based on the median price in Suburb","$990,000",12.20%,24.71%,7.99%
78301,-37.93,145.21,68-70 Holmbury Boulevard,MULGRAVE,19891,4.72,37,1,"With a capital gain of 24.71% for the last 12 months, Mulgrave, 3170 has  performed  for property investments than its average annual 7.99% property  growth over the last 5 years. Mulgrave,3170 was ranked 483 in Australia by increase in median property value over the quarter. At number 376th of VIC’s most discounted properties, Mulgrave is in the TOP 40% of the state/territory when listing in order of most discounted to least. Advertised rents are around the  $785 mark per week – giving a return of 2.03% based on the median price in Suburb","$990,000",12.20%,24.71%,7.99%
78072,-37.93,145.17,42 Lotus Crescent,MULGRAVE,19913,2.81,35,1,"With a capital gain of 24.71% for the last 12 months, Mulgrave, 3170 has  performed  for property investments than its average annual 7.99% property  growth over the last 5 years. Mulgrave,3170 was ranked 483 in Australia by increase in median property value over the quarter. At number 376th of VIC’s most discounted properties, Mulgrave is in the TOP 40% of the state/territory when listing in order of most discounted to least. Advertised rents are around the  $785 mark per week – giving a return of 2.03% based on the median price in Suburb","$990,000",12.20%,24.71%,7.99%
77633,-37.93,145.19,2 Hoddle Street,MULGRAVE,19891,3.78,37,1,"With a capital gain of 24.71% for the last 12 months, Mulgrave, 3170 has  performed  for property investments than its average annual 7.99% property  growth over the last 5 years. Mulgrave,3170 was ranked 483 in Australia by increase in median property value over the quarter. At number 376th of VIC’s most discounted properties, Mulgrave is in the TOP 40% of the state/territory when listing in order of most discounted to least. Advertised rents are around the  $785 mark per week – giving a return of 2.03% based on the median price in Suburb","$990,000",12.20%,24.71%,7.99%
78216,-37.93,145.19,6 Beaconsfield Road,MULGRAVE,19891,3.96,37,1,"With a capital gain of 24.71% for the last 12 months, Mulgrave, 3170 has  performed  for property investments than its average annual 7.99% property  growth over the last 5 years. Mulgrave,3170 was ranked 483 in Australia by increase in median property value over the quarter. At number 376th of VIC’s most discounted properties, Mulgrave is in the TOP 40% of the state/territory when listing in order of most discounted to least. Advertised rents are around the  $785 mark per week – giving a return of 2.03% based on the median price in Suburb","$990,000",12.20%,24.71%,7.99%
77597,-37.91,145.16,18 Monash Drive,MULGRAVE,19873,3.56,-1,-1,"With a capital gain of 24.71% for the last 12 months, Mulgrave, 3170 has  performed  for property investments than its average annual 7.99% property  growth over the last 5 years. Mulgrave,3170 was ranked 483 in Australia by increase in median property value over the quarter. At number 376th of VIC’s most discounted properties, Mulgrave is in the TOP 40% of the state/territory when listing in order of most discounted to least. Advertised rents are around the  $785 mark per week – giving a return of 2.03% based on the median price in Suburb","$990,000",12.20%,24.71%,7.99%
78319,-37.93,145.19,7 Ellis Park Avenue,MULGRAVE,19891,3.75,37,1,"With a capital gain of 24.71% for the last 12 months, Mulgrave, 3170 has  performed  for property investments than its average annual 7.99% property  growth over the last 5 years. Mulgrave,3170 was ranked 483 in Australia by increase in median property value over the quarter. At number 376th of VIC’s most discounted properties, Mulgrave is in the TOP 40% of the state/territory when listing in order of most discounted to least. Advertised rents are around the  $785 mark per week – giving a return of 2.03% based on the median price in Suburb","$990,000",12.20%,24.71%,7.99%
78415,-37.93,145.16,849 Springvale Road,MULGRAVE,19914,1.96,33,1,"With a capital gain of 24.71% for the last 12 months, Mulgrave, 3170 has  performed  for property investments than its average annual 7.99% property  growth over the last 5 years. Mulgrave,3170 was ranked 483 in Australia by increase in median property value over the quarter. At number 376th of VIC’s most discounted properties, Mulgrave is in the TOP 40% of the state/territory when listing in order of most discounted to least. Advertised rents are around the  $785 mark per week – giving a return of 2.03% based on the median price in Suburb","$990,000",12.20%,24.71%,7.99%
78414,-37.93,145.16,845 Springvale  Road,MULGRAVE,19914,1.99,33,1,"With a capital gain of 24.71% for the last 12 months, Mulgrave, 3170 has  performed  for property investments than its average annual 7.99% property  growth over the last 5 years. Mulgrave,3170 was ranked 483 in Australia by increase in median property value over the quarter. At number 376th of VIC’s most discounted properties, Mulgrave is in the TOP 40% of the state/territory when listing in order of most discounted to least. Advertised rents are around the  $785 mark per week – giving a return of 2.03% based on the median price in Suburb","$990,000",12.20%,24.71%,7.99%
